Frequency (MHz),Time of Day,Occupancy (%),Field Strength (dBuV/m)
1655.4,823,0,0
1655.4,883,0,0
1656.0,643,0,0
1656.0,703,0,0
1656.0,763,0,0
1656.0,823,0,0
1656.0,883,0,0
1656.6,643,0,0
1656.6,703,0,0
1656.6,763,0,0
1656.6,823,0,0
1656.6,883,0,0
1657.2,643,0,0
1657.2,703,0,0
1657.2,763,0,0
1657.2,823,0,0
1657.2,883,0,0
1657.8,643,0,0
1657.8,703,0,0
1657.8,763,0,0
1657.8,823,0,0
1657.8,883,0,0
1658.4,643,0,0
1658.4,703,0,0
1658.4,763,0,0
1658.4,823,0,0
1658.4,883,0,0
1659.0,643,0,0
1659.0,703,0,0
1659.0,763,0,0
1659.0,823,0,0
1659.0,883,0,0
1659.6,643,0,0
1659.6,703,0,0
1659.6,763,0,0
1659.6,823,0,0
1659.6,883,0,0
1660.2,643,0,0
1660.2,703,0,0
1660.2,763,0,0
1660.2,823,0,0
1660.2,883,0,0
1660.8,643,0,0
1660.8,703,0,0
1660.8,763,0,0
1660.8,823,0,0
1660.8,883,0,0
1661.4,643,0,0
1661.4,703,0,0
1661.4,763,0,0
1661.4,823,0,0
1661.4,883,0,0
1662.0,643,0,0
1662.0,703,0,0
1662.0,763,0,0
1662.0,823,0,0
1662.0,883,0,0
1662.6,643,0,0
1662.6,703,0,0
1662.6,763,0,0
1662.6,823,0,0
1662.6,883,0,0
1663.2,643,0,0
1663.2,703,0,0
1663.2,763,0,0
1663.2,823,0,0
1663.2,883,0,0
1663.8,643,0,0
1663.8,703,0,0
1663.8,763,0,0
1663.8,823,0,0
1663.8,883,0,0
1664.4,643,0,0
1664.4,703,0,0
1664.4,763,0,0
1664.4,823,0,0
1664.4,883,0,0
1665.0,643,0,0
1665.0,703,0,0
1665.0,763,0,0
1665.0,823,0,0
1665.0,883,0,0
1665.6,643,0,0
1665.6,703,0,0
1665.6,763,0,0
1665.6,823,0,0
1665.6,883,0,0
1666.2,643,0,0
1666.2,703,0,0
1666.2,763,0,0
1666.2,823,0,0
1666.2,883,0,0
1666.8,643,0,0
1666.8,703,0,0
1666.8,763,0,0
1666.8,823,0,0
1666.8,883,0,0
1667.4,643,0,0
1667.4,703,0,0
1667.4,763,0,0
1667.4,823,0,0
1667.4,883,0,0
1668.0,643,0,0
1668.0,703,0,0
1668.0,763,0,0
1668.0,823,0,0
1668.0,883,0,0
1668.6,643,0,0
1668.6,703,0,0
1668.6,763,0,0
1668.6,823,0,0
1668.6,883,0,0
1669.2,643,0,0
1669.2,703,0,0
1669.2,763,0,0
1669.2,823,0,0
1669.2,883,0,0
1669.8,643,0,0
1669.8,703,0,0
1669.8,763,0,0
1669.8,823,0,0
1669.8,883,0,0
1670.4,643,0,0
1670.4,703,0,0
1670.4,763,0,0
1670.4,823,0,0
1670.4,883,0,0
1671.0,643,0,0
1671.0,703,0,0
1671.0,763,0,0
1671.0,823,0,0
1671.0,883,0,0
1671.6,643,0,0
1671.6,703,0,0
1671.6,763,0,0
1671.6,823,0,0
1671.6,883,0,0
1672.2,643,0,0
1672.2,703,0,0
1672.2,763,0,0
1672.2,823,0,0
1672.2,883,0,0
1672.8,643,0,0
1672.8,703,0,0
1672.8,763,0,0
1672.8,823,0,0
1672.8,883,0,0
1673.4,643,0,0
1673.4,703,0,0
1673.4,763,0,0
1673.4,823,0,0
1673.4,883,0,0
1674.0,643,0,0
1674.0,703,0,0
1674.0,763,0,0
1674.0,823,0,0
1674.0,883,0,0
1674.6,643,0,0
1674.6,703,0,0
1674.6,763,0,0
1674.6,823,0,0
1674.6,883,0,0
1675.2,643,0,0
1675.2,703,0,0
1675.2,763,0,0
1675.2,823,0,0
1675.2,883,0,0
1675.8,643,0,0
1675.8,703,0,0
1675.8,763,0,0
1675.8,823,0,0
1675.8,883,0,0
1676.4,643,0,0
1676.4,703,0,0
1676.4,763,0,0
1676.4,823,0,0
1676.4,883,0,0
1677.0,643,0,0
1677.0,703,0,0
1677.0,763,0,0
1677.0,823,0,0
1677.0,883,0,0
1677.6,643,0,0
1677.6,703,0,0
1677.6,763,0,0
1677.6,823,0,0
1677.6,883,0,0
1678.2,643,0,0
1678.2,703,0,0
1678.2,763,0,0
1678.2,823,0,0
1678.2,883,0,0
1678.8,643,0,0
1678.8,703,0,0
1678.8,763,0,0
1678.8,823,0,0
1678.8,883,0,0
1679.4,643,0,0
1679.4,703,0,0
1679.4,763,0,0
1679.4,823,0,0
1679.4,883,0,0
1680.0,643,0,0
1680.0,703,0,0
1680.0,763,0,0
1680.0,823,0,0
1680.0,883,0,0
1680.6,643,0,0
1680.6,703,0,0
1680.6,763,0,0
1680.6,823,0,0
1680.6,883,0,0
1681.2,643,0,0
1681.2,703,0,0
1681.2,763,0,0
1681.2,823,0,0
1681.2,883,0,0
1681.8,643,0,0
1681.8,703,0,0
1681.8,763,0,0
1681.8,823,0,0
1681.8,883,0,0
1682.4,643,0,0
1682.4,703,0,0
1682.4,763,0,0
1682.4,823,0,0
1682.4,883,0,0
1683.0,643,0,0
1683.0,703,0,0
1683.0,763,0,0
1683.0,823,0,0
1683.0,883,0,0
1683.6,643,0,0
1683.6,703,0,0
1683.6,763,0,0
1683.6,823,0,0
1683.6,883,0,0
1684.2,643,0,0
1684.2,703,0,0
1684.2,763,0,0
1684.2,823,0,0
1684.2,883,0,0
1684.8,643,0,0
1684.8,703,0,0
1684.8,763,0,0
1684.8,823,0,0
1684.8,883,0,0
1685.4,643,0,0
1685.4,703,0,0
1685.4,763,0,0
1685.4,823,0,0
1685.4,883,0,0
1686.0,643,0,0
1686.0,703,0,0
1686.0,763,0,0
1686.0,823,0,0
1686.0,883,0,0
1686.6,643,0,0
1686.6,703,0,0
1686.6,763,0,0
1686.6,823,0,0
1686.6,883,0,0
1687.2,643,0,0
1687.2,703,0,0
1687.2,763,0,0
1687.2,823,0,0
1687.2,883,0,0
1687.8,643,0,0
1687.8,703,0,0
1687.8,763,0,0
1687.8,823,0,0
1687.8,883,0,0
1688.4,643,0,0
1688.4,703,0,0
1688.4,763,0,0
1688.4,823,0,0
1688.4,883,0,0
1689.0,643,0,0
1689.0,703,0,0
1689.0,763,0,0
1689.0,823,0,0
1689.0,883,0,0
1689.6,643,0,0
1689.6,703,0,0
1689.6,763,0,0
1689.6,823,0,0
1689.6,883,0,0
1690.2,643,0,0
1690.2,703,0,0
1690.2,763,0,0
1690.2,823,0,0
1690.2,883,0,0
1690.8,643,0,0
1690.8,703,0,0
1690.8,763,0,0
1690.8,823,0,0
1690.8,883,0,0
1691.4,643,0,0
1691.4,703,0,0
1691.4,763,0,0
1691.4,823,0,0
1691.4,883,0,0
1692.0,643,0,0
1692.0,703,0,0
1692.0,763,0,0
1692.0,823,0,0
1692.0,883,0,0
1692.6,643,0,0
1692.6,703,0,0
1692.6,763,0,0
1692.6,823,0,0
1692.6,883,0,0
1693.2,643,0,0
1693.2,703,0,0
1693.2,763,0,0
1693.2,823,0,0
1693.2,883,0,0
1693.8,643,0,0
1693.8,703,0,0
1693.8,763,0,0
1693.8,823,0,0
1693.8,883,0,0
1694.4,643,0,0
1694.4,703,0,0
1694.4,763,0,0
1694.4,823,0,0
1694.4,883,0,0
1695.0,643,0,0
1695.0,703,0,0
1695.0,763,0,0
1695.0,823,0,0
1695.0,883,0,0
1695.6,643,0,0
1695.6,703,0,0
1695.6,763,0,0
1695.6,823,0,0
1695.6,883,0,0
1696.2,643,0,0
1696.2,703,0,0
1696.2,763,0,0
1696.2,823,0,0
1696.2,883,0,0
1696.8,643,0,0
1696.8,703,0,0
1696.8,763,0,0
1696.8,823,0,0
1696.8,883,0,0
1697.4,643,0,0
1697.4,703,0,0
1697.4,763,0,0
1697.4,823,0,0
1697.4,883,0,0
1698.0,643,0,0
1698.0,703,0,0
1698.0,763,0,0
1698.0,823,0,0
1698.0,883,0,0
1698.6,643,0,0
1698.6,703,0,0
1698.6,763,0,0
1698.6,823,0,0
1698.6,883,0,0
1699.2,643,0,0
1699.2,703,0,0
1699.2,763,0,0
1699.2,823,0,0
1699.2,883,0,0
1699.8,643,0,0
1699.8,703,0,0
1699.8,763,0,0
1699.8,823,0,0
1699.8,883,0,0
1700.4,643,0,0
1700.4,703,0,0
1700.4,763,0,0
1700.4,823,0,0
1700.4,883,0,0
1701.0,643,0,0
1701.0,703,0,0
1701.0,763,0,0
1701.0,823,0,0
1701.0,883,0,0
1701.6,643,0,0
1701.6,703,0,0
1701.6,763,0,0
1701.6,823,0,0
1701.6,883,0,0
1702.2,643,0,0
1702.2,703,0,0
1702.2,763,0,0
1702.2,823,0,0
1702.2,883,0,0
1702.8,643,0,0
1702.8,703,0,0
1702.8,763,0,0
1702.8,823,0,0
1702.8,883,0,0
1703.4,643,0,0
1703.4,703,0,0
1703.4,763,0,0
1703.4,823,0,0
1703.4,883,0,0
1704.0,643,0,0
1704.0,703,0,0
1704.0,763,0,0
1704.0,823,0,0
1704.0,883,0,0
1704.6,643,0,0
1704.6,703,0,0
1704.6,763,0,0
1704.6,823,0,0
1704.6,883,0,0
1705.2,643,0,0
1705.2,703,0,0
1705.2,763,0,0
1705.2,823,0,0
1705.2,883,0,0
1705.8,643,0,0
1705.8,703,0,0
1705.8,763,0,0
1705.8,823,0,0
1705.8,883,0,0
1706.4,643,0,0
1706.4,703,0,0
1706.4,763,0,0
1706.4,823,0,0
1706.4,883,0,0
1707.0,643,0,0
1707.0,703,0,0
1707.0,763,0,0
1707.0,823,0,0
1707.0,883,0,0
1707.6,643,0,0
1707.6,703,0,0
1707.6,763,0,0
1707.6,823,0,0
1707.6,883,0,0
1708.2,643,0,0
1708.2,703,0,0
1708.2,763,0,0
1708.2,823,0,0
1708.2,883,0,0
1708.8,643,0,0
1708.8,703,0,0
1708.8,763,0,0
1708.8,823,0,0
1708.8,883,0,0
1709.4,643,0,0
1709.4,703,0,0
1709.4,763,0,0
1709.4,823,0,0
1709.4,883,0,0
1710.0,643,0,0
1710.0,703,0,0
1710.0,763,0,0
1710.0,823,0,0
1710.0,883,0,0
1710.6,643,0,0
1710.6,703,0,0
1710.6,763,0,0
1710.6,823,0,0
1710.6,883,0,0
1711.2,643,0,0
1711.2,703,0,0
1711.2,763,0,0
1711.2,823,0,0
1711.2,883,0,0
1711.8,643,0,0
1711.8,703,0,0
1711.8,763,0,0
1711.8,823,0,0
1711.8,883,0,0
1712.4,643,0,0
1712.4,703,0,0
1712.4,763,0,0
1712.4,823,0,0
1712.4,883,0,0
1713.0,643,0,0
1713.0,703,0,0
1713.0,763,0,0
1713.0,823,0,0
1713.0,883,0,0
1713.6,643,0,0
1713.6,703,0,0
1713.6,763,0,0
1713.6,823,0,0
1713.6,883,0,0
1714.2,643,0,0
1714.2,703,0,0
1714.2,763,0,0
1714.2,823,0,0
1714.2,883,0,0
1714.8,643,0,0
1714.8,703,0,0
1714.8,763,0,0
1714.8,823,0,0
1714.8,883,0,0
1715.4,643,0,0
1715.4,703,0,0
1715.4,763,0,0
1715.4,823,0,0
1715.4,883,0,0
1716.0,643,0,0
1716.0,703,0,0
1716.0,763,0,0
1716.0,823,0,0
1716.0,883,0,0
1716.6,643,0,0
1716.6,703,0,0
1716.6,763,0,0
1716.6,823,0,0
1716.6,883,0,0
1717.2,643,0,0
1717.2,703,0,0
1717.2,763,0,0
1717.2,823,0,0
1717.2,883,0,0
1717.8,643,0,0
1717.8,703,0,0
1717.8,763,0,0
1717.8,823,0,0
1717.8,883,0,0
1718.4,643,0,0
1718.4,703,0,0
1718.4,763,0,0
1718.4,823,0,0
1718.4,883,0,0
1719.0,643,0,0
1719.0,703,0,0
1719.0,763,0,0
1719.0,823,0,0
1719.0,883,0,0
1719.6,643,0,0
1719.6,703,0,0
1719.6,763,0,0
1719.6,823,0,0
1719.6,883,0,0
1720.2,643,0,0
1720.2,703,0,0
1720.2,763,0,0
1720.2,823,0,0
1720.2,883,0,0
1720.8,643,0,0
1720.8,703,0,0
1720.8,763,0,0
1720.8,823,0,0
1720.8,883,0,0
1721.4,643,0,0
1721.4,703,0,0
1721.4,763,0,0
1721.4,823,0,0
1721.4,883,0,0
1722.0,643,0,0
1722.0,703,0,0
1722.0,763,0,0
1722.0,823,0,0
1722.0,883,0,0
1722.6,643,0,0
1722.6,703,0,0
1722.6,763,0,0
1722.6,823,0,0
1722.6,883,0,0
1723.2,643,0,0
1723.2,703,0,0
1723.2,763,0,0
1723.2,823,0,0
1723.2,883,0,0
1723.8,643,0,0
1723.8,703,0,0
1723.8,763,0,0
1723.8,823,0,0
1723.8,883,0,0
1724.4,643,0,0
1724.4,703,0,0
1724.4,763,0,0
1724.4,823,0,0
1724.4,883,0,0
1725.0,643,0,0
1725.0,703,0,0
1725.0,763,0,0
1725.0,823,0,0
1725.0,883,0,0
1725.6,643,0,0
1725.6,703,0,0
1725.6,763,0,0
1725.6,823,0,0
1725.6,883,0,0
1726.2,643,0,0
1726.2,703,0,0
1726.2,763,0,0
1726.2,823,0,0
1726.2,883,0,0
1726.8,643,0,0
1726.8,703,0,0
1726.8,763,0,0
1726.8,823,0,0
1726.8,883,0,0
1727.4,643,0,0
1727.4,703,0,0
1727.4,763,0,0
1727.4,823,0,0
1727.4,883,0,0
1728.0,643,0,0
1728.0,703,0,0
1728.0,763,0,0
1728.0,823,0,0
1728.0,883,0,0
1728.6,643,0,0
1728.6,703,0,0
1728.6,763,0,0
1728.6,823,0,0
1728.6,883,0,0
1729.2,643,0,0
1729.2,703,0,0
1729.2,763,0,0
1729.2,823,0,0
1729.2,883,0,0
1729.8,643,0,0
1729.8,703,0,0
1729.8,763,0,0
1729.8,823,0,0
1729.8,883,0,0
1730.4,643,0,0
1730.4,703,0,0
1730.4,763,0,0
1730.4,823,0,0
1730.4,883,0,0
1731.0,643,0,0
1731.0,703,0,0
1731.0,763,0,0
1731.0,823,0,0
1731.0,883,0,0
1731.6,643,0,0
1731.6,703,0,0
1731.6,763,0,0
1731.6,823,0,0
1731.6,883,0,0
1732.2,643,0,0
1732.2,703,0,0
1732.2,763,0,0
1732.2,823,0,0
1732.2,883,0,0
1732.8,643,0,0
1732.8,703,0,0
1732.8,763,0,0
1732.8,823,0,0
1732.8,883,0,0
1733.4,643,0,0
1733.4,703,0,0
1733.4,763,0,0
1733.4,823,0,0
1733.4,883,0,0
1734.0,643,0,0
1734.0,703,0,0
1734.0,763,0,0
1734.0,823,0,0
1734.0,883,0,0
1734.6,643,0,0
1734.6,703,0,0
1734.6,763,0,0
1734.6,823,0,0
1734.6,883,0,0
1735.2,643,0,0
1735.2,703,0,0
1735.2,763,0,0
1735.2,823,0,0
1735.2,883,0,0
1735.8,643,0,0
1735.8,703,0,0
1735.8,763,0,0
1735.8,823,0,0
1735.8,883,0,0
1736.4,643,0,0
1736.4,703,0,0
1736.4,763,0,0
1736.4,823,0,0
1736.4,883,0,0
1737.0,643,0,0
1737.0,703,0,0
1737.0,763,0,0
1737.0,823,0,0
1737.0,883,0,0
1737.6,643,0,0
1737.6,703,0,0
1737.6,763,0,0
1737.6,823,0,0
1737.6,883,0,0
1738.2,643,0,0
1738.2,703,0,0
1738.2,763,0,0
1738.2,823,0,0
1738.2,883,0,0
1738.8,643,0,0
1738.8,703,0,0
1738.8,763,0,0
1738.8,823,0,0
1738.8,883,0,0
1739.4,643,0,0
1739.4,703,0,0
1739.4,763,0,0
1739.4,823,0,0
1739.4,883,0,0
1740.0,643,0,0
1740.0,703,0,0
1740.0,763,0,0
1740.0,823,0,0
1740.0,883,0,0
1740.6,643,0,0
1740.6,703,0,0
1740.6,763,0,0
1740.6,823,0,0
1740.6,883,0,0
1741.2,643,0,0
1741.2,703,0,0
1741.2,763,0,0
1741.2,823,0,0
1741.2,883,0,0
1741.8,643,0,0
1741.8,703,0,0
1741.8,763,0,0
1741.8,823,0,0
1741.8,883,0,0
1742.4,643,0,0
1742.4,703,0,0
1742.4,763,0,0
1742.4,823,0,0
1742.4,883,0,0
1743.0,643,0,0
1743.0,703,0,0
1743.0,763,0,0
1743.0,823,0,0
1743.0,883,0,0
1743.6,643,0,0
1743.6,703,0,0
1743.6,763,0,0
1743.6,823,0,0
1743.6,883,0,0
1744.2,643,0,0
1744.2,703,0,0
1744.2,763,0,0
1744.2,823,0,0
1744.2,883,0,0
1744.8,643,0,0
1744.8,703,0,0
1744.8,763,0,0
1744.8,823,0,0
1744.8,883,0,0
1745.4,643,0,0
1745.4,703,0,0
1745.4,763,0,0
1745.4,823,0,0
1745.4,883,0,0
1746.0,643,0,0
1746.0,703,0,0
1746.0,763,0,0
1746.0,823,0,0
1746.0,883,0,0
1746.6,643,0,0
1746.6,703,0,0
1746.6,763,0,0
1746.6,823,0,0
1746.6,883,0,0
1747.2,643,0,0
1747.2,703,0,0
1747.2,763,0,0
1747.2,823,0,0
1747.2,883,0,0
1747.8,643,0,0
1747.8,703,0,0
1747.8,763,0,0
1747.8,823,0,0
1747.8,883,0,0
1748.4,643,0,0
1748.4,703,0,0
1748.4,763,0,0
1748.4,823,0,0
1748.4,883,0,0
1749.0,643,0,0
1749.0,703,0,0
1749.0,763,0,0
1749.0,823,0,0
1749.0,883,0,0
1749.6,643,0,0
1749.6,703,0,0
1749.6,763,0,0
1749.6,823,0,0
1749.6,883,0,0
1750.2,643,0,0
1750.2,703,0,0
1750.2,763,0,0
1750.2,823,0,0
1750.2,883,0,0
1750.8,643,0,0
1750.8,703,0,0
1750.8,763,0,0
1750.8,823,0,0
1750.8,883,0,0
1751.4,643,0,0
1751.4,703,0,0
1751.4,763,0,0
1751.4,823,0,0
1751.4,883,0,0
1752.0,643,0,0
1752.0,703,0,0
1752.0,763,0,0
1752.0,823,0,0
1752.0,883,0,0
1752.6,643,0,0
1752.6,703,0,0
1752.6,763,0,0
1752.6,823,0,0
1752.6,883,0,0
1753.2,643,0,0
1753.2,703,0,0
1753.2,763,0,0
1753.2,823,0,0
1753.2,883,0,0
1753.8,643,0,0
1753.8,703,0,0
1753.8,763,0,0
1753.8,823,0,0
1753.8,883,0,0
1754.4,643,0,0
1754.4,703,0,0
1754.4,763,0,0
1754.4,823,0,0
1754.4,883,0,0
1755.0,643,0,0
1755.0,703,0,0
1755.0,763,0,0
1755.0,823,0,0
1755.0,883,0,0
1755.6,643,0,0
1755.6,703,0,0
1755.6,763,0,0
1755.6,823,0,0
1755.6,883,0,0
1756.2,643,0,0
1756.2,703,0,0
1756.2,763,0,0
1756.2,823,0,0
1756.2,883,0,0
1756.8,643,0,0
1756.8,703,0,0
1756.8,763,0,0
1756.8,823,0,0
1756.8,883,0,0
1757.4,643,0,0
1757.4,703,0,0
1757.4,763,0,0
1757.4,823,0,0
1757.4,883,0,0
1758.0,643,0,0
1758.0,703,0,0
1758.0,763,0,0
1758.0,823,0,0
1758.0,883,0,0
1758.6,643,0,0
1758.6,703,0,0
1758.6,763,0,0
1758.6,823,0,0
1758.6,883,0,0
1759.2,643,0,0
1759.2,703,0,0
1759.2,763,0,0
1759.2,823,0,0
1759.2,883,0,0
1759.8,643,0,0
1759.8,703,0,0
1759.8,763,0,0
1759.8,823,0,0
1759.8,883,0,0
1760.4,643,0,0
1760.4,703,0,0
1760.4,763,0,0
1760.4,823,0,0
1760.4,883,0,0
1761.0,643,0,0
1761.0,703,0,0
1761.0,763,0,0
1761.0,823,0,0
1761.0,883,0,0
1761.6,643,0,0
1761.6,703,0,0
1761.6,763,0,0
1761.6,823,0,0
1761.6,883,0,0
1762.2,643,0,0
1762.2,703,0,0
1762.2,763,0,0
1762.2,823,0,0
1762.2,883,0,0
1762.8,643,0,0
1762.8,703,0,0
1762.8,763,0,0
1762.8,823,0,0
1762.8,883,0,0
1763.4,643,0,0
1763.4,703,0,0
1763.4,763,0,0
1763.4,823,0,0
1763.4,883,0,0
1764.0,643,0,0
1764.0,703,0,0
1764.0,763,0,0
1764.0,823,0,0
1764.0,883,0,0
1764.6,643,0,0
1764.6,703,0,0
1764.6,763,0,0
1764.6,823,0,0
1764.6,883,0,0
1765.2,643,0,0
1765.2,703,0,0
1765.2,763,0,0
1765.2,823,0,0
1765.2,883,0,0
1765.8,643,0,0
1765.8,703,0,0
1765.8,763,0,0
1765.8,823,0,0
1765.8,883,0,0
1766.4,643,0,0
1766.4,703,0,0
1766.4,763,0,0
1766.4,823,0,0
1766.4,883,0,0
1767.0,643,0,0
1767.0,703,0,0
1767.0,763,0,0
1767.0,823,0,0
1767.0,883,0,0
1767.6,643,0,0
1767.6,703,0,0
1767.6,763,0,0
1767.6,823,0,0
1767.6,883,0,0
1768.2,643,0,0
1768.2,703,0,0
1768.2,763,0,0
1768.2,823,0,0
1768.2,883,0,0
1768.8,643,0,0
1768.8,703,0,0
1768.8,763,0,0
1768.8,823,0,0
1768.8,883,0,0
1769.4,643,0,0
1769.4,703,0,0
1769.4,763,0,0
1769.4,823,0,0
1769.4,883,0,0
1770.0,643,0,0
1770.0,703,0,0
1770.0,763,0,0
1770.0,823,0,0
1770.0,883,0,0
1770.6,643,0,0
1770.6,703,0,0
1770.6,763,0,0
1770.6,823,0,0
1770.6,883,0,0
1771.2,643,0,0
1771.2,703,0,0
1771.2,763,0,0
1771.2,823,0,0
1771.2,883,0,0
1771.8,643,0,0
1771.8,703,0,0
1771.8,763,0,0
1771.8,823,0,0
1771.8,883,0,0
1772.4,643,0,0
1772.4,703,0,0
1772.4,763,0,0
1772.4,823,0,0
1772.4,883,0,0
1773.0,643,0,0
1773.0,703,0,0
1773.0,763,0,0
1773.0,823,0,0
1773.0,883,0,0
1773.6,643,0,0
1773.6,703,0,0
1773.6,763,0,0
1773.6,823,0,0
1773.6,883,0,0
1774.2,643,0,0
1774.2,703,0,0
1774.2,763,0,0
1774.2,823,0,0
1774.2,883,0,0
1774.8,643,0,0
1774.8,703,0,0
1774.8,763,0,0
1774.8,823,0,0
1774.8,883,0,0
1775.4,643,0,0
1775.4,703,0,0
1775.4,763,0,0
1775.4,823,0,0
1775.4,883,0,0
1776.0,643,0,0
1776.0,703,0,0
1776.0,763,0,0
1776.0,823,0,0
1776.0,883,0,0
1776.6,643,0,0
1776.6,703,0,0
1776.6,763,0,0
1776.6,823,0,0
1776.6,883,0,0
1777.2,643,0,0
1777.2,703,0,0
1777.2,763,0,0
1777.2,823,0,0
1777.2,883,0,0
1777.8,643,0,0
1777.8,703,0,0
1777.8,763,0,0
1777.8,823,0,0
1777.8,883,0,0
1778.4,643,0,0
1778.4,703,0,0
1778.4,763,0,0
1778.4,823,0,0
1778.4,883,0,0
1779.0,643,0,0
1779.0,703,0,0
1779.0,763,0,0
1779.0,823,0,0
1779.0,883,0,0
1779.6,643,0,0
1779.6,703,0,0
1779.6,763,0,0
1779.6,823,0,0
1779.6,883,0,0
1780.2,643,0,0
1780.2,703,0,0
1780.2,763,0,0
1780.2,823,0,0
1780.2,883,0,0
1780.8,643,0,0
1780.8,703,0,0
1780.8,763,0,0
1780.8,823,0,0
1780.8,883,0,0
1781.4,643,0,0
1781.4,703,0,0
1781.4,763,0,0
1781.4,823,0,0
1781.4,883,0,0
1782.0,643,0,0
1782.0,703,0,0
1782.0,763,0,0
1782.0,823,0,0
1782.0,883,0,0
1782.6,643,0,0
1782.6,703,0,0
1782.6,763,0,0
1782.6,823,0,0
1782.6,883,0,0
1783.2,643,0,0
1783.2,703,0,0
1783.2,763,0,0
1783.2,823,0,0
1783.2,883,0,0
1783.8,643,0,0
1783.8,703,0,0
1783.8,763,0,0
1783.8,823,0,0
1783.8,883,0,0
1784.4,643,0,0
1784.4,703,0,0
1784.4,763,0,0
1784.4,823,0,0
1784.4,883,0,0
1785.0,643,0,0
1785.0,703,0,0
1785.0,763,0,0
1785.0,823,0,0
1785.0,883,0,0
1785.6,643,0,0
1785.6,703,0,0
1785.6,763,0,0
1785.6,823,0,0
1785.6,883,0,0
1786.2,643,0,0
1786.2,703,0,0
1786.2,763,0,0
1786.2,823,0,0
1786.2,883,0,0
1786.8,643,0,0
1786.8,703,0,0
1786.8,763,0,0
1786.8,823,0,0
1786.8,883,0,0
1787.4,643,0,0
1787.4,703,0,0
1787.4,763,0,0
1787.4,823,0,0
1787.4,883,0,0
1788.0,643,0,0
1788.0,703,0,0
1788.0,763,0,0
1788.0,823,0,0
1788.0,883,0,0
1788.6,643,0,0
1788.6,703,0,0
1788.6,763,0,0
1788.6,823,0,0
1788.6,883,0,0
1789.2,643,0,0
1789.2,703,0,0
1789.2,763,0,0
1789.2,823,0,0
1789.2,883,0,0
1789.8,643,0,0
1789.8,703,0,0
1789.8,763,0,0
1789.8,823,0,0
1789.8,883,0,0
1790.4,643,0,0
1790.4,703,0,0
1790.4,763,0,0
1790.4,823,0,0
1790.4,883,0,0
1791.0,643,0,0
1791.0,703,0,0
1791.0,763,0,0
1791.0,823,0,0
1791.0,883,0,0
1791.6,643,0,0
1791.6,703,0,0
1791.6,763,0,0
1791.6,823,0,0
1791.6,883,0,0
1792.2,643,0,0
1792.2,703,0,0
1792.2,763,0,0
1792.2,823,0,0
1792.2,883,0,0
1792.8,643,0,0
1792.8,703,0,0
1792.8,763,0,0
1792.8,823,0,0
1792.8,883,0,0
1793.4,643,0,0
1793.4,703,0,0
1793.4,763,0,0
1793.4,823,0,0
1793.4,883,0,0
1794.0,643,0,0
1794.0,703,0,0
1794.0,763,0,0
1794.0,823,0,0
1794.0,883,0,0
1794.6,643,0,0
1794.6,703,0,0
1794.6,763,0,0
1794.6,823,0,0
1794.6,883,0,0
1795.2,643,0,0
1795.2,703,0,0
1795.2,763,0,0
1795.2,823,0,0
1795.2,883,0,0
1795.8,643,0,0
1795.8,703,0,0
1795.8,763,0,0
1795.8,823,0,0
1795.8,883,0,0
1796.4,643,0,0
1796.4,703,0,0
1796.4,763,0,0
1796.4,823,0,0
1796.4,883,0,0
1797.0,643,0,0
1797.0,703,0,0
1797.0,763,0,0
1797.0,823,0,0
1797.0,883,0,0
1797.6,643,0,0
1797.6,703,0,0
1797.6,763,0,0
1797.6,823,0,0
1797.6,883,0,0
1798.2,643,0,0
1798.2,703,0,0
1798.2,763,0,0
1798.2,823,0,0
1798.2,883,0,0
1798.8,643,0,0
1798.8,703,0,0
1798.8,763,0,0
1798.8,823,0,0
1798.8,883,0,0
1799.4,643,0,0
1799.4,703,0,0
1799.4,763,0,0
1799.4,823,0,0
1799.4,883,0,0
1800.0,643,0,0
1800.0,703,0,0
1800.0,763,0,0
1800.0,823,0,0
1800.0,883,0,0
1800.6,643,0,0
1800.6,703,0,0
1800.6,763,0,0
1800.6,823,0,0
1800.6,883,0,0
1801.2,643,0,0
1801.2,703,0,0
1801.2,763,0,0
1801.2,823,0,0
1801.2,883,0,0
1801.8,643,0,0
1801.8,703,0,0
1801.8,763,0,0
1801.8,823,0,0
1801.8,883,0,0
1802.4,643,0,0
1802.4,703,0,0
1802.4,763,0,0
1802.4,823,0,0
1802.4,883,0,0
1803.0,643,0,0
1803.0,703,0,0
1803.0,763,0,0
1803.0,823,0,0
1803.0,883,0,0
1803.6,643,0,0
1803.6,703,0,0
1803.6,763,0,0
1803.6,823,0,0
1803.6,883,0,0
1804.2,643,0,0
1804.2,703,0,0
1804.2,763,0,0
1804.2,823,0,0
1804.2,883,0,0
1804.8,643,0,0
1804.8,703,0,0
1804.8,763,0,0
1804.8,823,0,0
1804.8,883,0,0
1805.4,643,0,0
1805.4,703,0,0
1805.4,763,0,0
1805.4,823,0,0
1805.4,883,0,0
1806.0,643,0,0
1806.0,703,0,0
1806.0,763,0,0
1806.0,823,0,0
1806.0,883,0,0
1806.6,643,0,0
1806.6,703,0,0
1806.6,763,0,0
1806.6,823,0,0
1806.6,883,0,0
1807.2,643,0,0
1807.2,703,0,0
1807.2,763,0,0
1807.2,823,0,0
1807.2,883,0,0
1807.8,643,0,0
1807.8,703,0,0
